ID,Shape,Size,Color,Clarity,Measurements,Ratio,Lab,Depth,Table,Culet,Girdle,Fluo,Cut,Pol,Sym,Rap Disc,Price,Total Price,Rap,Report PDF,Photo,Comments,Video
5213416,Emerald,5.01,E,VS1,12.68x8x4.95,1.58,GIA,61.8,59,None,STK - THK,F,,EX,EX,-28.71,"31,592.93","158,280.55","52,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2231476238,https://d360.tech/imaged/81-TD-5213416/still.jpg,,https://d360.tech/view.html?d=81-TD-5213416
5231225,Oval,5.01,E,VS1,15.13x9.17x5.66,1.65,GIA,61.7,62,None,STK - VTK,F,,EX,EX,-25.67,"33,667.73","168,675.30","52,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2231649614,https://d360.tech/imaged/81-WS-5231225/still.jpg,,https://d360.tech/view.html?d=81-WS-5231225
5226747,Asscher,5.01,G,VS1,9.43x9.4x6.26,1,GIA,66.6,69,None,STK - THK,N,,EX,VG,-35.24,"21,967.40","110,056.67","42,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6237548621,https://d360.tech/imaged/81-VR-5226747/still.jpg,,https://d360.tech/view.html?d=81-VR-5226747
5222414,Radiant,5.01,I,VVS1,11.98x8.63x5.82,1.39,GIA,67.4,66,None,THK,N,,EX,EX,-19.58,"21,613.80","108,285.14","30,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2235497558,https://d360.tech/imaged/81-UR-5222414/still.jpg,,https://d360.tech/view.html?d=81-UR-5222414
5232490,Asscher,5.01,I,VS1,9.94x9.75x6.2,1.02,GIA,63.7,62,None,MED - STK,N,,EX,EX,-26.76,"15,991.56","80,117.71","25,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=7511844401,https://d360.tech/imaged/79-GY-5232490/still.jpg,,https://d360.tech/view.html?d=79-GY-5232490
5231562,Emerald,5.01,I,VS2,12.56x7.89x5.1,1.59,GIA,64.7,64,None,MED - STK,N,,EX,EX,-7.34,"20,670.13","103,557.35","23,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2231750945,https://d360.tech/imaged/81-WV-5231562/still.jpg,,https://d360.tech/view.html?d=81-WV-5231562
5232228,Emerald,5.01,I,VS2,12.13x8.07x5.23,1.5,GIA,64.8,69,None,STK - VTK,N,,EX,VG,-9.89,"19,891.11","99,654.44","23,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5232813899,https://d360.tech/imaged/81-WY-5232228/still.jpg,,https://d360.tech/view.html?d=81-WY-5232228
5206081,Cushion,4.57,I,VVS2,10.56x9.25x6.09,1.14,GIA,65.9,68,None,MED - THK,M,,EX,VG,-34.55,"11,568.70","52,868.96","22,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2235380122,https://d360.tech/imaged/79-FJ-5206081/still.jpg,,https://d360.tech/view.html?d=79-FJ-5206081
5224729,Emerald,4.53,D,VS1,11.97x8.05x4.97,1.49,GIA,61.7,70,None,MED - STK,M,,EX,EX,-29.44,"23,987.34","108,662.65","40,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2231605820,https://d360.tech/imaged/81-VF-5224729/still.jpg,,https://d360.tech/view.html?d=81-VF-5224729
5225215,Emerald,4.52,E,VS1,11.96x7.74x5.09,1.55,GIA,65.7,64,None,STK,F,,EX,EX,-20.87,"26,388.38","119,275.46","37,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2516526149,https://d360.tech/imaged/79-GR-5225215/still.jpg,,https://d360.tech/view.html?d=79-GR-5225215
5223169,Emerald,4.2,E,VS2,11.73x7.53x4.94,1.56,GIA,65.7,66,None,STK - THK,F,,EX,VG,-24.42,"22,685.13","95,277.55","34,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6515643969,https://d360.tech/imaged/79-GP-5223169/still.jpg,,https://d360.tech/view.html?d=79-GP-5223169
5220228,Radiant,4.04,J,VS1,11.02x8.22x5.16,1.34,GIA,62.8,67,None,THK,N,,EX,EX,-18.64,"12,089.22","48,840.45","16,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5232425263,https://d360.tech/imaged/81-UG-5220228/still.jpg,,https://d360.tech/view.html?d=81-UG-5220228
5210434,Emerald,4.03,H,VS1,12.23x7.54x4.42,1.62,GIA,58.5,70,None,STK,N,,EX,EX,-18.53,"18,719.81","75,440.82","25,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5231426186,https://d360.tech/imaged/81-SQ-5210434/still.jpg,,https://d360.tech/view.html?d=81-SQ-5210434
5231907,Radiant,4.02,E,VS1,11.14x7.79x5.16,1.43,GIA,66.3,74,None,STK - THK,F,,EX,EX,-28.07,"22,878.38","91,971.07","37,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2235783559,https://d360.tech/imaged/81-WX-5231907/still.jpg,,https://d360.tech/view.html?d=81-WX-5231907
5221217,Emerald,4.02,E,SI1,10.53x7.74x5.23,1.36,GIA,67.6,69,None,THK - VTK,ST,,EX,EX,-39.53,"12,219.42","49,122.05","26,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6233533088,https://d360.tech/imaged/79-GM-5221217/still.jpg,,https://d360.tech/view.html?d=79-GM-5221217
5231815,Cushion,4.02,G,VS1,9.8x8.89x6.02,1.1,GIA,67.6,70,None,MED - THK,F,,EX,EX,-35,"15,600.00","62,712.00","30,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6521862701,https://d360.tech/imaged/79-GT-5231815/still.jpg,,https://d360.tech/view.html?d=79-GT-5231815
5226482,Oval,4.02,I,VS2,13.44x8.64x5.06,1.56,GIA,58.6,61,None,STK - VTK,N,,EX,EX,-6.58,"16,899.74","67,936.96","19,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2231635270,https://d360.tech/imaged/81-VP-5226482/still.jpg,,https://d360.tech/view.html?d=81-VP-5226482
5233515,Emerald,4.02,I,VS2,12.05x7.28x4.64,1.66,GIA,63.7,69,None,STK - THK,N,,EX,EX,-1.84,"18,070.52","72,643.49","19,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5232832787,https://d360.tech/imaged/81-XD-5233515/still.jpg,,https://d360.tech/view.html?d=81-XD-5233515
5229633,Emerald,4.02,J,VVS1,11.33x7.27x4.99,1.56,GIA,68.6,68,None,MED - THK,F,,EX,EX,-18.24,"13,650.78","54,876.13","18,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1528881945,https://d360.tech/imaged/81-WH-5229633/still.jpg,,https://d360.tech/view.html?d=81-WH-5229633
5211168,Oval,4.01,D,VS1,14.52x8.68x4.92,1.67,GIA,56.7,62,None,MED - STK,N,,EX,EX,-19.69,"29,120.72","116,774.07","40,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2235401788,https://d360.tech/imaged/81-ST-5211168/still.jpg,,https://d360.tech/view.html?d=81-ST-5211168
5210971,Radiant,4.01,D,VS2,11.52x7.47x5.06,1.54,GIA,67.6,66,None,THK - VTK,N,,EX,EX,-25.93,"23,921.63","95,925.71","37,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2239401920,https://d360.tech/imaged/81-SR-5210971/still.jpg,,https://d360.tech/view.html?d=81-SR-5210971
5233223,Emerald,4.01,F,VS2,11.56x7.61x4.78,1.52,GIA,62.8,60,None,MED - STK,N,,EX,VG,-13.57,"25,155.59","100,873.89","31,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1236804177,https://d360.tech/imaged/81-XC-5233223/still.jpg,,https://d360.tech/view.html?d=81-XC-5233223
5224734,Radiant,4.01,G,VVS2,12.24x7.77x4.78,1.58,GIA,61.6,73,None,THK - VTK,M,,EX,VG,-25.94,"20,408.96","81,839.93","32,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2235621404,https://d360.tech/imaged/81-VF-5224734/still.jpg,,https://d360.tech/view.html?d=81-VF-5224734
5218212,Emerald,4.01,H,VS1,12.1x7.18x4.58,1.69,GIA,63.8,70,None,STK - THK,F,,EX,EX,-20.49,"18,070.07","72,460.96","25,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1232511595,https://d360.tech/imaged/81-TZ-5218212/still.jpg,,https://d360.tech/view.html?d=81-TZ-5218212
5231826,Radiant,4.01,I,VVS1,10.8x7.93x5.52,1.36,GIA,69.7,70,None,VTK,N,,EX,EX,-18.4,"17,291.30","69,338.11","23,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=7528642082,https://d360.tech/imaged/79-GT-5231826/still.jpg,,https://d360.tech/view.html?d=79-GT-5231826
5231794,Princess,4.01,I,VS1,9.14x8.88x6.34,1.03,GIA,71.4,73,None,THN - MED,N,,EX,EX,-27.68,"12,610.78","50,569.23","20,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1527715948,https://d360.tech/imaged/79-GT-5231794/still.jpg,,https://d360.tech/view.html?d=79-GT-5231794
5209846,Cushion,4,J,VS2,10.48x8.86x5.5,1.18,GIA,62.1,67,None,MED - STK,N,,EX,G,-30.16,"9,035.26","36,141.04","15,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6501502354,https://d360.tech/imaged/79-FP-5209846/still.jpg,,https://d360.tech/view.html?d=79-FP-5209846
5229737,Round,3.9,I,VS1,9.93x10.01x6.26,,GIA,62.8,56,None,MED - STK,N,EX,EX,EX,-8.71,"15,080.98","58,815.81","17,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2516371058,https://d360.tech/imaged/81-WH-5229737/still.jpg,,https://d360.tech/view.html?d=81-WH-5229737
5231799,Emerald,3.7,H,VVS1,11.45x7.38x4.54,1.55,GIA,61.6,68,None,MED,N,,EX,EX,-11.89,"18,459.68","68,300.80","22,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6525608530,https://d360.tech/imaged/79-GT-5231799/still.jpg,,https://d360.tech/view.html?d=79-GT-5231799
5232346,Round,3.52,I,VS2,9.99x10.03x5.83,,GIA,58.2,61,Very Small,THN - MED,N,EX,EX,EX,-3.75,"14,820.00","52,166.40","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5191978389,https://d360.tech/imaged/81-WZ-5232346/still.jpg,,https://d360.tech/view.html?d=81-WZ-5232346
5224457,Radiant,3.51,D,VS2,10.28x7.66x5.19,1.34,GIA,67.7,68,None,STK - THK,N,,EX,EX,-12.78,"21,839.22","76,655.66","27,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5513404911,https://d360.tech/imaged/81-VF-5224457/still.jpg,,https://d360.tech/view.html?d=81-VF-5224457
5222680,Cushion,3.51,G,VS1,11.66x7.44x5.01,1.57,GIA,67.3,67,None,STK - THK,N,,EX,EX,-7.89,"19,629.68","68,900.16","22,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2496910673,https://d360.tech/imaged/81-UU-5222680/still.jpg,,https://d360.tech/view.html?d=81-UU-5222680
5229659,Radiant,3.51,J,VS1,10.8x8.05x4.95,1.34,GIA,61.5,68,None,MED - STK,F,,EX,EX,-4.92,"11,570.21","40,611.43","12,700.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=7518884302,https://d360.tech/imaged/81-WG-5229659/still.jpg,,https://d360.tech/view.html?d=81-WG-5229659
5226102,Emerald,3.5,D,VVS2,10.01x7.17x4.81,1.4,GIA,67.2,65,None,STK - VTK,F,,EX,VG,-25.46,"20,930.65","73,257.28","32,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2235554789,https://d360.tech/imaged/81-VM-5226102/still.jpg,,https://d360.tech/view.html?d=81-VM-5226102
5230487,Radiant,3.5,D,VS1,10.23x7.87x5.3,1.3,GIA,67.4,68,None,THK,N,,EX,EX,-15.67,"23,138.70","80,985.45","30,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2517800978,https://d360.tech/imaged/81-WO-5230487/still.jpg,,https://d360.tech/view.html?d=81-WO-5230487
5229662,Oval,3.5,H,VS1,12.98x8.4x4.94,1.55,GIA,58.8,60,None,STK - THK,F,,EX,EX,-4.74,"17,810.91","62,338.19","19,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6512970619,https://d360.tech/imaged/81-WG-5229662/still.jpg,,https://d360.tech/view.html?d=81-WG-5229662
5232042,Asscher,3.4,F,VS1,8.47x8.34x5.46,1.02,GIA,65.5,62,None,STK - THK,N,,EX,VG,-25.8,"15,990.00","54,366.00","25,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6545100569,https://d360.tech/imaged/79-GU-5232042/still.jpg,,https://d360.tech/view.html?d=79-GU-5232042
5231668,Cushion,3.4,G,VS2,9.67x8.4x5.62,1.15,GIA,66.8,69,None,MED - THK,N,,EX,EX,-18.33,"15,470.91","52,601.09","21,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1535361477,https://d360.tech/imaged/79-GS-5231668/still.jpg,,https://d360.tech/view.html?d=79-GS-5231668
5233434,Cushion,3.39,G,VVS2,9.46x8.58x5.68,1.1,GIA,66.2,69,None,THN - STK,N,,EX,EX,-26.43,"15,469.55","52,441.75","24,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1543292356,https://d360.tech/imaged/79-GX-5233434/still.jpg,,https://d360.tech/view.html?d=79-GX-5233434
5229634,Emerald,3.36,I,VVS1,10.64x7.01x4.7,1.52,GIA,67.1,67,None,MED - STK,N,,EX,EX,-15,"14,430.00","48,484.80","18,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6532319911,https://d360.tech/imaged/81-WH-5229634/still.jpg,,https://d360.tech/view.html?d=81-WH-5229634
5219215,Oval,3.3,E,VVS1,12.96x7.74x4.94,1.67,GIA,63.9,61,None,STK - VTK,F,,EX,VG,-24.23,"21,450.33","70,786.08","32,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1513714236,https://d360.tech/imaged/81-UC-5219215/still.jpg,,https://d360.tech/view.html?d=81-UC-5219215
5232043,Emerald,3.29,I,VS1,10.83x7.06x4.58,1.53,GIA,64.9,66,None,MED - STK,N,,EX,EX,-10.15,"13,910.33","45,764.97","16,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1528495203,https://d360.tech/imaged/79-GU-5232043/still.jpg,,https://d360.tech/view.html?d=79-GU-5232043
5226187,Radiant,3.25,D,VS1,10.46x7.44x4.93,1.41,GIA,66.2,65,None,STK - THK,N,,EX,EX,-21,"21,060.00","68,445.00","30,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1527703182,https://d360.tech/imaged/81-VN-5226187/still.jpg,,https://d360.tech/view.html?d=81-VN-5226187
5225145,Emerald,3.25,F,IF,11.62x6.87x3.97,1.69,GIA,57.8,69,None,MED - STK,N,,EX,EX,-32.54,"17,939.35","58,302.89","32,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2516700580,https://d360.tech/imaged/81-VI-5225145/still.jpg,,https://d360.tech/view.html?d=81-VI-5225145
5233815,Emerald,3.22,J,VS2,9.94x7.04x4.68,1.41,GIA,66.5,62,None,STK,F,,EX,EX,-10.54,"10,139.56","32,649.38","12,100.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2547428271,https://d360.tech/imaged/81-XE-5233815/still.jpg,,https://d360.tech/view.html?d=81-XE-5233815
5231800,Emerald,3.2,E,VS1,9.73x7.15x4.82,1.36,GIA,67.4,69,None,STK - THK,F,,EX,EX,-27.73,"16,899.03","54,076.88","27,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1533423051,https://d360.tech/imaged/79-GT-5231800/still.jpg,,https://d360.tech/view.html?d=79-GT-5231800
5224843,Radiant,3.2,E,VS2,9.66x7.54x5.12,1.28,GIA,67.9,69,None,THK - VTK,M,,EX,EX,-32.6,"13,780.00","44,096.00","25,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1517471856,https://d360.tech/imaged/79-GQ-5224843/still.jpg,,https://d360.tech/view.html?d=79-GQ-5224843
